,movieCd,movieNm,movieNmEn,openDt,typeNm,showTm,nations,actors,companys,audits,directors,genres
1141,20182387,엑스맨: 다크 피닉스,X-MEN: DARK PHOENIX,20190605,장편,113,미국,10064095|20112618|10062627|10008764|10052665|10023742|10048586|20114821,20100041,2019-MF00911|12세이상관람가|2019-MF00934 |12세이상관람가,10034380,액션|어드벤처|SF
1142,20168161,1급기밀,The Discloser,20180124,장편,100,한국,10004396|10005064|10072210|20115207|10004305|10072103|20199635|20221406|20195568|20195903|20254941|20314910|20315031|20315935|20317669|20135161|20318953|20165223|10004180|20143709|20375411,20139617,2017-MF02165|12세이상관람가,10089413,드라마
1143,20090331,폭풍전야,Lovers Vanished,20100401,장편,104,한국,10003788|10090203|10062078|10060381|20165025|10007542|20111744|10054493,20100808,2010-F81|청소년관람불가,10067366,드라마|멜로/로맨스
1144,20080071,노인을 위한 나라는 없다,No Country For Old Men,20080221,장편,122,미국,10080641|10086911|10066274,20175001|20100109,2008-F50|청소년관람불가|2018-MF00620|청소년관람불가,10066651|10047458,스릴러|드라마|범죄
1145,20090555,게이머,Gamer,20091001,장편,94,미국,10062791|10049701,20100844,2009-F326|청소년관람불가,10031946|10024036,액션|SF|스릴러
1146,20183801,트루스 오어 데어,Truth or Dare,20180522,장편,99,미국,10018499|10079300|10028337|10087597|10009579|10085058|10034948,20100603,2018-MF00539|15세이상관람가,10064682,공포(호러)|스릴러
1147,20196655,존 윅 3: 파라벨룸,John Wick: Chapter 3 - parabellum,20190626,장편,131,미국,10078687|10087875|10016307|10056479,20161101|20139196,2019-MF01103|청소년관람불가,10071639,액션|범죄|스릴러
1148,20158882,유스,Youth,20160107,장편,123,이탈리아|프랑스|스위스|영국,10023474|10086891|10015525|10083461|10063927,20123058,2015-MF01604 |15세이상관람가,10082236,드라마
1149,20090469,마이 시스터즈 키퍼,My Sisters Keeper,20090910,장편,109,미국,10045569|10073693|10036750|10044466|10063736,20100043,2009-F245|12세이상관람가,10008972,드라마
1150,20060281,가디언,The Guardian,20061102,장편,138,미국,10075538|10045585,20101568,2006-F311|12세관람가,10045831,액션
1151,20070289,리턴,Wide Awake,20070808,장편,113,한국,10004060|10004305|10062073|10006120|10053981|10005231|20125222|20134473|10067339|20139766|20140360|20141824|20142726|20142949|20144944|20145083|20146292|20148498|20151046|20151481|10072242|20155114|20155261|20155551|20157550|20157774|20160610|20120963|20165412|20165594|20132305|20067819|20236946|10004034|20111765,20100109,2007-F286 |청소년관람불가,10054878,미스터리|스릴러
1152,20197141,와일드 로즈,Wild Rose,20191017,장편,100,영국,10000984|10069364|10036727,20100285,2019-MF01898|15세이상관람가,10081111,드라마
1153,20166384,하루,A Day,20170615,장편,90,한국,10004060|20147110|20152117|20239826|20232987|20110693|20290195|20332313|20341174,20102327,2017-MF00684|15세이상관람가,20182825,스릴러
1154,20080502,카르마,The Unseeable,20080619,장편,97,태국,10039877,20100634,2008-F106|15세이상관람가,10052887,공포(호러)
1155,20198962,결혼 이야기,Marriage Story,20191127,장편,136,영국,10038163|20185628|10015972,20100285,2019-MF02355|15세이상관람가,10008113,멜로/로맨스|드라마|코미디
1156,20133601,천재 강아지 미스터 피바디,Mr. Peabody & Sherman,20140424,장편,92,미국,10081442|10025422|10047952|10015066|10038506|10039566|10046287,20110854,2014-MF00226 |전체관람가|2014-MF00227 |전체관람가,10018181,애니메이션|어드벤처|가족
1157,20040613,알포인트,R - Point,20040820,장편,106,한국,10000461|10036828|10029013|10050923|10055970|20113342|10026760|20110690|10004305|10003307|20133672|10072800|20136238|10067438|20143467|10087738|10001970|20152089|20156584|20158169|20162473|10057033|10005075|20159838|10042972,20100303,2004-F224|15세관람가,10001898,전쟁
1158,20100018,타이탄,Clash Of The Titans,20100401,장편,106,미국,10014377|10035005|10019770|10044479|10064955,20100043,2010-F94|12세이상관람가,10018639,액션|어드벤처|판타지
1159,20090425,블랙,Black,20090827,장편,124,인도,10042011|20113455,20162181|20100932,2009-F239|전체관람가,10034720,드라마
1160,20143510,함정,Deep Trap,20150910,장편,96,한국,10021341|10067415|20213126|20213127|20217690|20220347|20222505|20069196|20131557|10002376,20122471,2015-MF00967 |청소년관람불가,10002567,스릴러|범죄
1161,20168154,딥워터 호라이즌,Deepwater Horizon,20170125,장편,107,미국,20112216|10019472|10075763|10075185|10015606|10067815|10047450|10065161|10064001|10077148,20141469,2016-MF01850|12세이상관람가,10085782,액션|드라마
1162,20060095,콘스탄트 가드너,The Constant Gardener,20060504,장편,127,영국,10014377|10015358,20060623,2006-F096|15세관람가,10083062,스릴러|드라마
1163,20060233,플라이트93,United 93,20060908,장편,110,미국,10001001|10050963,20100649,2006-F189|15세관람가,10083439,범죄|드라마
1164,20174981,창궐,Rampant,20181025,장편,121,한국,10088975|20365060|10060114|20317438|10061699|20281889|10005383|10065609|20110924|10035631|20145277|10001907|10006120|20290223|20143929|20195566|20339853|20224082|20286934|20313944|20313953|20181504|20155198|20155198|10005749|20314348|20314703|20163801|20278049|20157945|20315190|20315231|20315245|20315589|20148636|20316220|20316413|20295749|20316526|20316547|20134873|20230588|10029305|20291227|20159933|20317053|20317099|20317099|20317247|10065832|20317684|20317733|20317893|20317893|20201308|20220461|20318261|20318269|20318269|20294289|20187311|20307789|20165633|20319076|20161985|20308770|20291530|20327738|20328694|20267189|10088450|20334906|20327192|20336678|20341038|20346192|20180056|20343226|20184980|20354652|20338641|20344361|20365357|20365357|20344112|20339853|20375412|20154134,20100932,2018-MF01721|15세이상관람가,20128773,사극|액션
1165,20158982,트릭,Trick,20160713,장편,94,한국,10057320|20066563|20224512|20224513|20224514|20110720|20253091|20206607|20195568|20254413|20255517|20255872|20279249|20333032,20153568|20142048,2016-MF00760 |15세이상관람가,20225826,스릴러|드라마
1166,20124096,디스 민즈 워,This Means War,20120229,장편,97,미국,10019880|10077251|10081106,20100041,|15세이상관람가,10025471,액션|코미디|멜로/로맨스
1167,20154162,스트레이트 아웃 오브 컴턴,Straight Outta Compton,20150910,장편,146,미국,10091447|10081886|10059760|10009036|10044079|10083789,20100603,2015-MF01008 |청소년관람불가,10091258,드라마
1168,20162365,신비한 동물사전,Fantastic Beasts and Where to Find Them,20161116,장편,132,미국|영국,10047810|10076626|10086536|10017628|10010417|10034033|10064912,20100043,2016-MF01774|12세이상관람가|2016-MF01785|12세이상관람가,20100014,어드벤처|가족|판타지
1169,20124917,복숭아나무,The Peachtree,20121031,장편,106,한국,10066380|10019043|10007527|20181388|20135712|20333853|20111535,20100932,2012-F715|15세이상관람가,10002274,멜로/로맨스
1170,20207384,어쌔신 프리스트 벡맨,BECKMAN,20210505,장편,96,미국,10011592|10053158,20186941,2020-MF03049|15세이상관람가,20254709,액션
1171,20124349,무서운 이야기,Horror Stories,20120725,옴니버스,108,한국,20129449|20129450|10006144|20127911|20112888|20113533|10030161|10006964|10058616|10005839|10004866|10067417|20111976|20112261|20179092|20179649|10070602|10003728|20336298,20100520,2012-F478|청소년관람불가,10027774|10089855|10004507|10061758|10058504|10003598,공포(호러)
1172,20100063,엘라의 모험 2: 백설공주 길들이기,Happily N'Ever After 2: Snow White,20100225,장편,71,미국,20115315|20115316|10047326|10089884,20100354,2010-F53|전체관람가,10031550|10039628,가족|애니메이션|어드벤처
1173,20176983,킹 오브 프리즘 - 프라이드 더 히어로,King of prism - PRIDE the HERO,20170610,장편,70,일본,20113125|20361138|10047326|10056897|20218982|20304329|20277649|20248075|20248072|20207906|20221893|20304330|10034239|20300118,20100185|2013216,2017-MF00921|15세이상관람가,20129369,애니메이션
1174,20090556,나는 갈매기,Flying Giants,20090926,장편,85,한국,20123363|20124904|20131271|20132125|20134673|20134950|20136627|20136801|20137791|20138197|20139325|20140858|20141179|20145483|20145866|20146074|20146087|20146228|20146578|20148628|20149933|20150560|20152300|20152439|20152920|20154082|20155018|20155038|20155276|20155504|20155886|20157030|20157281|20162597|20162981|20163150|20164497|20164729|20165147|20137231,20100520,2009-F337|전체관람가,20375088,다큐멘터리
1175,20179186,이모티: 더 무비,The Emoji Movie,20170802,장편,91,미국,10091629|10064321|10042946|10082650,20173221,2017-MF01244|전체관람가,10043412,애니메이션|어드벤처
1176,20156559,계춘할망,Canola,20160519,장편,116,한국,10054391|20125838|10006545|20132741|20209286|20208626|10047036|10028642|20189237|20189250|20226086|20152300|20254456|20254941|10040356|20159884|20322032|20334453|20371505,20158048,2016-MF00546 |15세이상관람가,10006001,가족|드라마
1177,20100339,필립모리스,I Love You Phillip Morris,20100701,장편,97,프랑스,10070991|10056775,20100354,2010-F219|청소년관람불가,10067711|10003119,코미디|드라마
1178,20070462,내니 다이어리,The Nanny Diaries,20071003,장편,104,미국,10038163|10015990,20111653,2007-F355|12세이상관람가,10035161|10017077,코미디|드라마
1179,20070424,인베이젼,The Invasion,20070920,장편,93,미국,10008581|10009451,20100043,2007-F327|15세이상관람가,10051211,SF|공포(호러)|스릴러
1180,20202540,커넥트,Come Play,20210120,장편,96,미국,10070835|10068635,20142048,2020-MF02999|15세이상관람가,20204326,공포(호러)|미스터리
1182,20060086,와일드,The Wild,20060420,장편,81,미국,10078780|10064146|10047849,20101568,2006-F087|전체관람가,10039128,애니메이션|코미디|어드벤처
1183,20100193,페르시아의 왕자: 시간의 모래,Prince Of Persia: The Sands Of Time,20100527,장편,116,미국,10063816|10064955|10031191,20100616,2010-F158|12세이상관람가,10022625,액션|어드벤처|판타지
1184,20173581,기억의 밤,Forgotten,20171129,장편,108,한국,20111688|10004099|10026716|10006964|10072103|20248451|20291213|20143247|20222226|20299151|10007517|20238266|20155961|10057015|20308649|20335352,20141469|20161681,2017-MF01947|15세이상관람가,10060606,미스터리|스릴러
1185,20144801,버드맨,Birdman or The Unexpected Virtue of Ignorance,20150305,장편,119,미국,10023532|10047666|10049633|20112741,20100041,2015-MF00026 |청소년관람불가,10044433,코미디|드라마
1186,20110249,하울링,HOWLING,20120216,장편,114,한국,10037018|10056617|20111314|10028634|20111408|10058906|20133634|20179958|20143061|20141614|20181220|20181704|10029157|20110924|10040580|20111082|10066710|20112888|20143709|20270849|10061749|10003531|20187990,20110854,2011-F738|15세이상관람가,20111250,범죄|드라마
1187,20080996,미이라 3:황제의 무덤,The Mummy 3:Tomb Of The Dragon Emperor,20080730,장편,111,미국,10032261|10021902|10056618,20100603,2008-F298|12세이상관람가,10018221,액션|어드벤처|판타지
1188,20133881,러스트 앤 본,Rust & Bone,20130502,장편,122,프랑스,10022184|20166092|10031543,20123058,2013-MF00027 |청소년관람불가,10059444,멜로/로맨스|드라마
1189,20177537,상류사회,High Society,20180829,장편,119,한국,20315024|10029474|10037539|10054493|10013826|10057628|20308509|20112288|10003507|20199030|20289646|20313730|20313815|20314026|20142726|20196174|20314343|20314796|20314905|20179150|20080526|20315021|20315232|20134906|20189372|20315389|20315458|20316022|20316154|20295749|20301589|20316514|20158571|20316895|20112298|20194367|20316949|20200430|20317494|20145624|20179150|20317913|20317915|20317897|20196346|20125646|20318116|20318268|20318276|20318276|20318470|10004166|20207546|20319091|20144948|20220399|20332132|10004841|20345373|20345532|20066616|20276090|20338641,20188021,2018-MF01412|청소년관람불가,10031397,드라마
1191,20152371,"당신, 거기 있어줄래요",Will You Be There?,20161214,장편,110,한국,10005276|20147110|20233666|10004448|20231467|20233686|10006424|20255664|20186265|20253678|20193928|10006497|20286930|10004577|10005839|10060043|20333913|10003606|10028517|20113591|10062134|20161993|20269830,20100520,2016-MF01801|12세이상관람가,10089855,판타지|드라마
1193,20140190,사랑이 이긴다,Love Never Fails,20150910,장편,100,한국,20190096|10060624|20216387|20225407|20226034|20226536|20227126|20227342|20217866|20134757|20227881|20111869|20155402|10072221|20124449|10000737,20139617,2015-MF00773 |15세이상관람가,10027804,가족|드라마
1194,20202281,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,Crayon Shin-chan: Honeymoon Hurricane ~The Lost Hiroshi~,20200820,장편,99,일본,10028921|20167745|10000977|20234807|20157089,20110854,2020-MF01803 |전체관람가,20175880,애니메이션
1195,20050140,마다가스카,Madagascar,20050714,장편,86,미국,10031151,20100109,2005-F147|전체관람가,10080866|10048039,애니메이션|코미디|어드벤처
1196,20110659,트랜스포머 3,Transformers :The Dark Side of the Moon,20110629,장편,152,미국,10066254|10067815|20113116|20081269|10082575,20110854,2011-F323 |12세이상관람가|2011-F326 |12세이상관람가,10023100,액션|어드벤처
1197,20173301,"서서평, 천천히 평온하게",,20170426,장편,78,한국,20276709|20276710|20300557|20300792|20265495|20300800|20301389|20301487|20301491|20133662,20172721,2017-MF00435|전체관람가,20275649|20134752,다큐멘터리
1200,20140524,툼스톤,A Walk Among the Tombstones,20140918,장편,113,미국,10019770|10053157,20122471,2014-MF00991 |청소년관람불가,10038365,액션|범죄|드라마|미스터리|스릴러
1201,19548002,사브리나,Sabrina,,장편,113,미국,10088509|10050206|10053345,,|,10033684,코미디|멜로/로맨스
1202,20157001,트레이서,Tracers,20150319,장편,93,미국,10079948|10079069,20142849|20153588,2015-MF00268 |15세이상관람가,20178193,액션
1203,20200554,더 프롬,The Prom,20201202,장편,131,미국,10025792|10064321|10008581|10045975,20141469,2020-MF02692|12세이상관람가,10014031,코미디|뮤지컬
1204,20166301,썬키스 패밀리,Sunkist Family,20190327,장편,105,한국,10029595|10070393|10090203|20307169|20338864|20211907|20157462|20129450|20336520|20337381|20337777|20248549|10057435|10057485|20340669|20341326|20341837|20341854|20342809|20343082|20129450|20343580|20343848|20343965|20344090|20344279|20311418|20344627|20344746|20344835|20222213|20344896|20344916|10090203|20345118|20345126,20141469,2019-MF00415|15세이상관람가,20239886,가족|멜로/로맨스|코미디
