,movieCd,movieNm,movieNmEn,openDt,typeNm,showTm,nations,actors,companys,audits,directors,genres
2056,20070501,히어로,Hero,20071101,장편,129,일본,10003245|10023861,20100520,2007-F428|12세이상관람가,10037773,드라마
2057,20136068,히말라야,The Himalayas,20151216,장편,127,한국,10090290|20203829|10065946|10005410|10013826|20189746|20164537|10061276|10062071|10053708|10087462|20181376|20227336|20197608|20204087|20179184|10072718|10065609|20184299|20319500|10036875|20111220,20110854,2015-MF01517|12세이상관람가,10055965,드라마
2058,20131630,히든 카드,Runner Runner,20130926,장편,91,미국,10061177|10031156|10064955,20100041,2013-MF00604 |청소년관람불가,10032080,범죄|스릴러
2059,20040519,히달고,Hidalgo,20040319,장편,135,미국,10069284|10032852|10050286,20100616,2004-F050|12세관람가,10065132,액션
2060,20072673,흑심모녀,Delivering Love,20080612,장편,93,한국,10040919|10004748|20111447|20111028|20135592|20142684|20143931|20145472|10035665|10002001|20152430|10054786|20162931|20163543|10072168|10070602|20221078|20221078,20100103,2008-F210|12세이상관람가,10065518,가족|멜로/로맨스|코미디|판타지
2061,20070035,훌라걸스,Hula Girls,20070301,장편,110,일본,10042343|10080762,20100103,2007-F056|전체관람가,20111456,코미디
2062,20112940,훈장과 악동들,The Teacher and the Naughty,20111027,장편,92,한국,20124599|20125088|20125410|20130704|20131433|20135315|20136153|20145742|20146267|20146271|20114652|20147756|20147819|20148609|20148941|20150296|20150538|20152606|20154657|20157062|20162167|20164099|20165306,20101156,2011-F584|전체관람가,20114652,다큐멘터리
2063,20113533,후궁 : 제왕의 첩,The Concubine,20120606,장편,122,한국,10066680|10003967|10004220|10066805|20110875|10054755|20110935|20179535|20179602|20179778|20180901|20111199|10043361|10050781|20113303|10029425|20189359,20100520,2012-F331|청소년관람불가,10003845,사극|멜로/로맨스
2064,20060410,황후화,Curse Of The Golden Flower,20070125,장편,113,홍콩,10069145|10001889,20100303|20100109,2007-F005 |청소년관람불가,10060343,액션|드라마
2065,20101222,황해,The Yellow Sea,20101222,장편,156,한국|미국|중국,10005276|10087253|10065946|20111927|20132409|20133479|20134374|20137818|20138464|20140360|20142610|20142702|20145382|20128476|20148478|20155041|10002334|20122707|20155538|20155934|20157523|10005532|20165548|10028660|10066926|20163035|20161767|10060279|10058320|10037151|10061659|10090114|10054119|20160027|20237647|10061699|10001907|20186265|20232301|10061749|10030398|10062431|20181558|10039727|20276090|20347015|20350912,20100103|20100041,2010-F511 |청소년관람불가,10007437,스릴러|액션|범죄
2066,20070128,황진이,Hwang Jin Yi,20070606,장편,141,한국,10037291|10054008|10019065|10054391|10062072|10004305|10005251|10005374|10006278|20124649|20130684|20131362|20133526|20134295|10040864|20133526|20149432|10053829|20155007|20156403|20112047|20157968|10050570|20110992|20162969|20132305|20112011|20166713|20232246|20111884|10004373|10050923|10030191|20113342|20113281|10070602|10049950|20289190|10058906|20143709|20111526,20100303,2007-F183|15세이상관람가,10060414,드라마|멜로/로맨스
2067,20119721,황당한 외계인: 폴,Paul,20110407,장편,104,미국,10008995|10063655|10034407,20100603,2011-F94|15세이상관람가,10002911,코미디|SF
2068,20070551,황금 나침반,His Dark Materials: The Golden Compass,20071218,장편,113,미국,10009451|10008581,20100520,2007-F498|전체관람가,10077177,판타지|드라마|액션|어드벤처
2069,20060161,환생,Rinne,20060608,장편,95,일본,10054082|10040189,20100103,2006-F151|15세관람가,10040038,공포(호러)
2070,20133682,화장,Revivre,20150409,장편,93,한국,10043371|20112163|10006424|20203790|20221857|20223845|20224228|10043361|10035632|10004308|10069209|20186087|10003728|20345873|20276090,20139617,2015-MF00181|청소년관람불가,10058483,드라마
2071,20137815,화이트 하우스 다운,White House Down,20130627,장편,131,미국,10071622|10063588|10025026,20125636,2013-MF00285 |15세이상관람가,10018115,액션|드라마
2072,20040711,화이트 칙스,White Chicks,20041117,장편,108,미국,10037404|10021397,20100616,2004-F296|15세관람가,10078541,코미디
2074,20123383,화이: 괴물을 삼킨 아이,Hwayi: A Monster Boy,20131009,장편,125,한국,10049790|10005276|10067353|10060624|20127194|20161741|10058821|10007590|20185511|10026100|20186422|20187105|20180914|20111976|10057492|20110924|20111823|20067819|20233327|20232726|20237647|20299151|20179150|20186265|20308369|10002487|10028989|20330311|10004973|20276090|20337374|20349715,20100103,2013-MF00593 |청소년관람불가,10060507,액션|스릴러
2075,20080030,"화성아이, 지구아빠",Martian Child,20080214,장편,107,미국,10068370|10041905,20063188,2008-F3|전체관람가,10025634,코미디|드라마
2076,20070209,화려한 휴가,18-May,20070725,장편,125,한국,10004396|20303250|10043371|10056792|10057469|20110935|20125683|20130762|20133677|20135241|20136035|20136753|10029315|10087440|20142354|20143588|10003908|20152774|20153554|20154572|20154709|20154782|20155645|20158265|20157017|20159293|10006037|20159610|20162834|20162932|20164852|20165038|20165144|20165396|10036828|10056603|20128453|10047374|20203230|20159884|10058906|20143709|20320876|10062134|20113248|20346433|20220443,20100109,2007-F213|12세이상관람가,10005886,드라마
2077,20050349,홀리데이,Holiday,20060119,장편,116,한국,20111504|10072250|20111005|20069196|10026760|10005220|20133380|10029164|10035429|20147168|20147447|20152123|20152735|20155822|20157336|20120942|10046881|20164711|20165494|10056603|10055683|10060277|20111526,20100520,2005-F368|18세관람가,10047028,드라마|스릴러|범죄
2078,20135581,호프 스프링즈,Hope Springs,20130404,장편,100,미국,10025792|10080641|10039193,20100844,2013-F97|청소년관람불가,10012182,멜로/로맨스|코미디
2079,20205216,호프,Hope,20201217,장편,125,기타,10038855|20365957,20141848,2020-MF01644 |12세이상관람가,20365956,드라마
2080,20080393,호튼,Horton Hears A Who!,20080430,장편,86,미국,10070991|10039193,20100041,2008-F119|전체관람가,10069923|10039050,애니메이션|어드벤처|가족
2081,20134869,호스트,The Host,20130404,장편,125,미국,10040143|10009848|20167940|10063808,20100932,2013-MF00036 |15세이상관람가,10045819,SF|판타지
2084,20060124,호로비츠를 위하여,For Horowitz,20060525,장편,108,한국,10047352|20166713|10028989|20166412|10040550|20111368|10072581|20130376|20131532|20134617|20137800|20145453|20150849|20152473|10060241|20157851|20158482|20160609|20160851|10049717|20162132|20125801|10062134|10006557|10028934,20100103,2006-F127|전체관람가,10002567,드라마
2085,20202263,호라이즌 라인,Horizon Line,20210210,장편,91,미국,10046277,20161101,2020-MF03099|12세이상관람가,10000245,스릴러
2086,20121622,호두까기인형 3D,The Nutcracker in 3D,20130103,장편,96,미국,10049256|10068419|10007799|10005251|20157233|20133596,20101104,2012-F952 |전체관람가|2012-F953 |전체관람가,10043288,가족|판타지|어드벤처
2087,20050216,형사 Duelist,The Duelist,20050908,장편,113,한국,10000558|10043371|10087280|20155012|10087911|20143296|20151619|20152602|20154506|20155012|20158326|20158778|20162073|20164486|10037131|10005767|10004335|10035365|10054511|10028600|20158628|20144123,20100060,2005-F232|12세관람가,10055344,멜로/로맨스|액션
2088,20154661,형,MY ANNOYING BROTHER,20161123,장편,109,한국,20121022|20209526|10028892|20143687|20267634|20144304|20195914|20302569|20235446|20329872|10000476|10002376,20110854,2016-MF01280|12세이상관람가,10002413,코미디|드라마
2089,20177308,협상,THE NEGOTIATION,20180919,장편,114,한국,10088975|10036883|10004448|10060331|10060043|10066710|10055401|20217894|20313597|20165249|20314356|20253250|20181766|20314756|20291839|20267510|20150712|20158628|20316532|20316536|20186167|20316995|20250670|20317306|20146180|20207546|20156502|20110159|20223186|20172721|20231468|20331356|10072269|20157257|20186087|20146180|20147111|20336307|20313332|10062132|20156820|10049741|20356472|20305349,20110854,2018-MF01579|15세이상관람가,20114792,범죄
2090,20101003,혈투,The Showdown,20110224,장편,111,한국,10029595|10070417|10001779|10060683|20121442|20143924|10061228|10072645|20335361,20100123,2011-F58|15세이상관람가,10029578,액션|사극
2091,20050076,혈의 누,Blood Rain,20050504,장편,119,한국,10071140|10028989|10069957|10054345|10072722|20110935|10054128|10029425|10060232|20111061|10058786|20160389|10071900|10050988|20143709|10003728,20100303,2005-F091|18세관람가,10003845,스릴러
2092,20081332,헬보이 2 : 골든 아미,Hellboy 2 : The Golden Army,20080925,장편,119,미국|독일,10018055|10036354,20100603,2008-F335|12세이상관람가,10003461,SF|액션|어드벤처
2093,20185406,헬보이,Hellboy,20190410,장편,120,미국,10012201|10027885|10056479|10009269,20141469,2019-MF00543|청소년관람불가,10009025,액션|어드벤처|판타지
2094,20148841,헬머니,Granny's Got Talent,20150305,장편,108,한국,10004748|10061699|10005617|10057882|10089534|20158768|10058149|20189250|10058751|20065114|20137066|20139497|20218999|20219869|20122595|20124103|20221534|20150923|20152018|20154541|20221880|20162926|20175721|20200455|20195609|20195894|10056679|20224231|20163006|20189746|20232336|10029263|10062422|20220846|20113258|10069842|10066710|20113281|10002379|10029425|20113318|20189363|20332232|20147111|10029481,20100932,2015-MF00148|청소년관람불가,10040668,코미디
2095,20161921,"헤일, 시저!","Hail, Caesar!",20160324,장편,105,미국,10067224|10066274|10038163|10014377|10071622|10081721|10049117|10065292,20100603,2016-MF00247 |12세이상관람가,10066651|10047458,코미디|드라마
2096,20159510,헤이트풀8,The Hateful Eight,20160107,장편,167,미국,10034095|10075185|10062709|10052656|10010971|10081752|10023008|10032433|10071622,20100634,2015-MF01611|청소년관람불가,10076801,액션|스릴러|서부극(웨스턴)
2097,20090944,헤이트 발렌타인데이,I Hate Valentine'S Day,20100204,장편,89,미국,10008482|10068343,20100354,2010-F10|12세이상관람가,10008482,멜로/로맨스|코미디
2098,20126410,헤이와이어,Haywire,20120705,장편,92,미국|아일랜드,10056775|20128710|20112618|10071622|10022867,20114672,2012-F353|15세이상관람가,10039429,액션|스릴러|미스터리|어드벤처|드라마
2099,20070635,헤어스프레이,Hairspray,20071206,장편,115,미국,10008833|10068438|10060927,20100354,2007-F425|12세이상관람가,10041333,드라마|뮤지컬
2100,20020186,헤드윅,Hedwig And The Angry Inch,20020809,장편,91,미국,10068284,20111582|20100207,2002-F217|15세관람가|2017-MF00375|15세이상관람가,10068284,뮤지컬
2101,20119527,헤드,Head,20110526,장편,100,한국,10019043|10028965|10030351|10050151|20122935|20130858|10010692|10028934|10052293|10053718|20155117|20155296|10072659|10060279|10000476|20236946|10005461|20113248,20101094,2011-F252|청소년관람불가,10066758,액션|스릴러
2102,20124127,헝거게임: 판엠의 불꽃,The Hunger Games,20120405,장편,142,미국,10062627|10066309|10019779|10049440,20100520,2012-F221|15세이상관람가,10001139,액션|드라마|SF
2103,20140402,헝거게임: 모킹제이,The Hunger Games: Mockingjay - Part 1,20141120,장편,122,미국,10062627|10066309|10019779|10086510|10069498|10052042|10049440|10012534,20100520,2014-MF01222 |15세이상관람가,10084230,어드벤처|SF|스릴러
2104,20207101,헌트,The Hunt,20200423,장편,89,미국,10083449|10091075|10047450|10057819|10052721,20100603,2020-MF00745|청소년관람불가,20176442,액션|공포(호러)|스릴러
2105,20158984,헌츠맨: 윈터스 워,The Huntsman: Winter's War,20160413,장편,113,미국,10077282|10035154|10048445|20114821,20100603,2016-MF00437 |12세이상관람가|2016-MF00486 |12세이상관람가,10035928,액션|어드벤처
2106,20100176,허트 로커,The Hurt Locker,20100422,장편,130,미국,10062937|10043430|10000337|10014377|10031740|10077345,20205721|20111081|20100932,2010-F138|15세이상관람가,10074862,전쟁|액션
2107,20131262,허삼관,Chronicle of a Blood Merchant,20150114,장편,123,한국,10087253|10087280|20112423|10060043|20111954|10035832|10054755|10004995|10061699|10067353|10003728|20127194|10054444|10090096|20123425|20218389|20218896|20221889|20186686|20223873|20195894|20224092|10005532|10004852|10058906|10031234|10000737|20147111|20344677|20157197,20100932,2014-MF01387 |12세이상관람가,10087253,드라마
2108,20060412,허브,Herb,20070111,장편,114,한국,10000955|10061581|10030226|10055433|20133952|20135927|20136957|20144710|20157850|10055414|10056895|10050734|10072718|10047328|20133966|10062134|20260655,20100103,2006-F417|12세이상관람가,10088424,드라마
2109,20070083,향수 : 어느 살인자의 이야기,Perfume: The Story Of A Murderer,20070322,장편,146,영국,10031169|10010611,20100634|20100520,2007-F085|15세이상관람가,20114251,드라마|스릴러
2110,20070433,행복,Happiness,20071003,장편,119,한국,10090290|10058646|10001919|20133485|10007587|20139485|20150629|20152133|20152340|20155087|20155723|20161129|20164514|10029093|10053771|10040486|10066745|10019068|10003728|10069030,20100103,2007-F379|15세이상관람가,10088463,드라마|멜로/로맨스
2111,20199954,해피타임 스파이,The Happytime Murders,20190523,장편,91,미국,10025976|10049440|10022495,20161101,2019-MF00307|청소년관람불가,10031977,코미디|범죄|미스터리
2112,20113911,해피 피트 2,Happy Feet 2 In 3D,20120202,장편,100,호주,10058391|10086639|10017413|10049414|10032084|10025511,20100043,2012-F22|전체관람가|2012-F54 |전체관람가,10067085,애니메이션|코미디|가족
2113,20060318,해피 피트,Happy Feet,20061221,장편,108,미국|호주,10017413,20100043,2006-F370 |전체관람가,10067085|10068919,애니메이션|코미디
2114,20080269,해피 투게더,Happy Together,19980822,장편,96,홍콩,10060057|10047067|10060562,20158370,K98-163|18세 미만인 자는 관람할 수 없는 등급|2020-MF03073|15세이상관람가,10051499,드라마|멜로/로맨스
2115,20200083,해피 디 데이,Dog Days,20200701,장편,113,미국,10028008|10022286|10048510|20241567,20139135,2020-MF01217 |전체관람가,10075851,코미디|드라마|멜로/로맨스
2116,20090074,해운대,Haeundae,20090722,장편,129,한국,10035772|10087280|10029293|10047352|10055447|10000533|10005215|10005237|20133172|20134070|20134373|10090257|20137672|20152876|10028603|20154466|20155038|20155473|10005543|20159974|20163360|20164081|10072659|10060151|10069842|20110313|10028936|20232301|10069019|20066563|20346232|20144123,20100109,2009-F224|12세이상관람가,10054492,액션|드라마|어드벤처
2117,20145506,해어화,"LOVE, LIES",20160413,장편,120,한국,10087820|20111976|20133966|10028773|10060331|10058024|20113462|20153744|20219854|20232726|20248708|20249279|20249732|20185788|20250969|20221081|20253429|20253774|20253886|20254110|20155961|20224266|20255269|20221674|20308773|20325832|10004973|20066616|20289173|20346433|20315380,20100520,2016-MF00304 |15세이상관람가,20110989,사극|드라마
2118,20123644,해양경찰 마르코,Marco Macaco,20130214,장편,74,덴마크,20111692|20066637,20122471,2013-F46|전체관람가,20163704,어드벤처|애니메이션
2119,20150971,해빙,Bluebeard,20170301,장편,117,한국,10067353|10040262|20200886|10037131|10057730|10054345|20286759|20287531|20289133|20165072|20334075|20376269,20100520,2017-MF00146|15세이상관람가,10056147,스릴러
2120,20060247,해변의 여인,Woman On The Beach,20060831,장편,127,한국,10001825|10004823|10037099|10006120|20111370|10054943|20111862|10050923,20103809,2006-F243|15세관람가,10089497,드라마|멜로/로맨스
2121,20134082,해무(海霧),Haemoo,20140813,장편,110,한국,10005276|20127310|20090447|10058320|10026716|10004448|10053771|20195895|20165029|20196246|20198346|20198346|10054493|20111862|10003307|10061659|10002379|10049950|10049864|20267189|10062134|20196748|20198506|20184980,20100932,2014-MF00756 |청소년관람불가,10040850,드라마
2122,20020222,해리포터와 비밀의 방,Harry Potter And The Chamber Of Secrets,20021213,장편,161,미국,10009288|10049635|10018956,20100043,2002-F324|전체관람가,10077207,드라마
2123,20010291,해리포터와 마법사의 돌,Harry Potter And The Socrerers Stone,20011213,장편,152,미국,10009288|10049635|10018956,20100043,2001-F336|전체관람가,10077207,가족|판타지
2124,19890291,해리가 샐리를 만났을 때,When Harry Met Sally,19891118,장편,95,미국,10033706|10025358,20168728|20102771,89-349|연소자관람불가|2016-MF01776|15세이상관람가,10018168,코미디|드라마|멜로/로맨스
2125,20090379,해리 포터와 혼혈 왕자,Harry Potter And The Half-Blood Prince,20090715,장편,153,미국,10009288|10049635|10018956,20100043,2009-F216|전체관람가,20100014,어드벤처|액션|가족
2126,20101224,해리 포터와 죽음의 성물1,Harry Potter and the Deathly Hallows: Part I,20101215,장편,146,미국,10009288|10049635|10018956,20100043,2010-F481|전체관람가,20100014,미스터리|판타지
2127,20050310,해리 포터와 불의 잔,Harry Potter and the Goblet of Fire,20051201,장편,156,미국,10009288|10018956|10049635|10014377|20111975,20100043,2005-F304|12세관람가,10022625,액션|판타지
2128,20100305,해결사,Troubleshooter,20100909,장편,100,한국,20183236|10035772|10057320|10050151|20111954|10026802|10037095|20131896|10090086|20144848|20172280|20158972|20160378|20162006|20162531|20165085|20159920|20110924|10055385|10066710|20329832|20323960|10002487|20166519|20338367|10028934|20222226,20100932|20101094,2010-F334|15세이상관람가,10002556,액션|스릴러
2129,20090265,할로윈:살인마의 탄생,Halloween,20090514,장편,109,미국,10038151|10024968,20100808,2009-F151|청소년관람불가,10018213,공포(호러)
2130,20180987,할로윈,Halloween,20181031,장편,105,미국,10063526|10068893|10052988|10008975,20100603,2018-MF01793|청소년관람불가,10011631,공포(호러)
2131,20080395,할람 포,Hallam Foe,20080430,장편,95,영국,10063545|10036748,20100631,2008-F171|청소년관람불가,10011784,드라마|멜로/로맨스
2132,20147803,한여름의 판타지아,A Midsummer's Fantasia,20150611,장편,97,한국|일본,20126450|20188038|10058918,20100036,2015-MF00453 |전체관람가,10060025,드라마
2133,20070025,한니발 라이징,Hannibal Rising,20070228,장편,117,미국,10001889|10000212,20111653,2007-F046|청소년관람불가,10085956,스릴러|드라마|범죄
2134,20119852,한나,Hanna,20110414,장편,110,미국,10040143|10075724|10048110,20100616,2011-F130|15세이상관람가,10065000,액션|스릴러
2135,20134122,한공주,HAN Gong-ju,20140417,장편,112,한국,20133966|20189890|10062138|20166845|20192573|20143136|10058518|20193555|20193928|20169324|20181108|20195654|20195916|20196080|20165022|20196264|20196776|20197528|20198386|20198906|10027768|20133500|10056645|10053771|20159884|10056072|20330732|20341006|10002376,20102327,2014-MF00298 |청소년관람불가,10056161,드라마
2136,20144683,하트 오브 더 씨,In the Heart of the Sea,20151203,장편,121,미국,10077282|10078804|10031169|10035277|10032237|20120424,20100043,2015-MF01369 |12세이상관람가|2015-MF01432 |12세이상관람가,10018065,액션|어드벤처|드라마
2137,20113881,하이힐을 신고 달리는 여자,I Don't Know How She Does It,20120202,장편,90,미국,10033936|10085363|10002963,20063292,2012-F35 |15세이상관람가,10010518,코미디
2140,20090511,하이 레인,High Lane,20090909,장편,85,프랑스,10081908|20113460,20100109,2009-F263|청소년관람불가,10042064,스릴러|액션|어드벤처
2141,19930117,하워즈 엔드,Howards End,19930410,장편,142,영국,10043531|10027983|10049649|10088863|10034074|10064280,20100842,93-105|고등학생이상관람가|2020-MF01486|12세이상관람가,10064215,드라마|멜로/로맨스
2142,20050101,하우스 오브 왁스,House Of Wax,20050520,장편,113,미국,10071631,20100043,2005-F108|18세관람가,10059296,공포(호러)
2143,20133701,하늘에서 음식이 내린다면 2,Cloudy with a Chance of Meatballs 2,20131121,장편,94,미국,10033613|10042946|20113745,20125636,2013-MF00701|전체관람가,10076183|20180678,애니메이션|코미디|가족
2144,20090670,하늘과 바다,Sky and Sea,20091028,장편,104,한국,10060091|20188072|10053802|10069674|20133846|20146577|20154365|20159183|10072695|20308910|10006273|10062431,20100520,2009-F302|12세이상관람가,10050150,드라마
2145,20147679,필로미나의 기적,Philomena,20140416,장편,97,영국|미국|프랑스,10068911|10039210,20121879,2014-MF00195 |12세이상관람가,10039589,드라마
2146,20158241,픽셀,Pixels,20150716,장편,105,미국,10041325|10075522|10027183|10085649|10045603,20100603,2015-MF00703 |12세이상관람가|2015-MF00776 |12세이상관람가,10077207,액션|어드벤처
2148,20040442,피터 팬,Peter Pan,20040116,장편,113,미국,10015542|10063684|10062964,20100616,2003-F347|전체관람가,10091547,어드벤처|가족|판타지
2149,20127407,피라냐 3DD,Piranha 3DD,20120801,장편,83,미국,10009462|10033742|10012204|10077489,20100520,2012-F500|청소년관람불가,10067535,공포(호러)|스릴러|코미디
2150,20120381,피노키오: 당나귀 섬의 비밀,pinocchio,20130425,장편,86,이탈리아|멕시코|벨기에|프랑스|룩셈부르크,20110342|10060043|10035832,20122471,2013-MF00097 |전체관람가,10049086,애니메이션|코미디|드라마
2151,20138224,플랜맨,The Plan Man,20140109,장편,120,한국,10062184|10087751|20110924|20112886|20185485|20193330|20193592|20193691|20184495|20141316|10051023|20194932|10054764|20187043|10072269|20112072|20196172|20196189|20196195|20196217|20179150|20155617|20197069|10005839|20186168|20235814|10060043|10028517|10053771|20189237|10071147|10072552|20277349|20329792,20100520,2013-MF00947 |15세이상관람가,20114191,드라마
2153,20080877,플래닛 테러,Planet Terror,20080702,장편,105,미국,10017835|20090975|10066274,20100520,2008-F24|청소년관람불가,10016605,액션|공포(호러)|SF
2154,20050255,플라이트 플랜,Flightplan,20051118,장편,98,미국,10085842,20101568,2005-F273|12세관람가,10016782,드라마
2155,20060191,플라이 대디,"Fly. Daddy, Fly",20060803,장편,100,한국,10057469|10055401|10006345|20111572|20123970|10004713|20137040|20138170|20139839|20145800|20150081|10072223|10028726|20127771|10052293|20165044|10065946,20100303|20100109,2006-F215|12세관람가,10072725,드라마
2156,20203027,프리키 데스데이 순한맛,FREAKY,20201210,장편,101,미국,10033412|20132540,20100603,2020-MF02897|15세이상관람가,10077478,코미디|공포(호러)
2157,20201123,프리키 데스데이,Freaky,20201125,장편,102,미국,10033412|20132540,20100603,2020-MF02555|청소년관람불가,10077478,코미디|공포(호러)
2159,20162181,프리즌,The Prison,20170323,장편,124,한국,10087518|10004028|10062050|10066926|10040416|20203230|20227748|20248197|10060600|20287762|20194890|20253618|20289282|20181069|20181195|20290337|20290383|20186308|20159489|20290672|20180526|20190036|20273690|10005693|20246269|20239308|10004841|20332597|10061276|10089421|20314020|20262392|20295749|20313412|20111220|20276090|20346998|20344112,20100103,2017-MF00384|청소년관람불가,10007424,범죄|액션
2160,20155690,프리덤,Freedom,20151119,장편,94,미국,10076760|10059780|10053174,20101135,2015-MF01319 |12세이상관람가,10045239,드라마|가족
2161,20100101,프롬 파리 위드 러브,From Paris With Love,20100311,장편,94,프랑스,10068438|10065333,20100354,2010-F48|청소년관람불가,10085431,액션|스릴러|범죄
2162,20100128,프로포즈 데이,Leap Year,20100408,장편,100,미국,10048829|10025111,20100603,2010-F34|12세이상관람가,10041111,멜로/로맨스|코미디
2163,20090449,프로포즈,The Proposal,20090903,장편,107,미국,10034676|10014018,20100616,2009-F188|15세이상관람가,10045764,멜로/로맨스|코미디|드라마
2164,20125086,프로메테우스,Prometheus,20120606,장편,123,미국,20125860|20112618|10035154|10000337|10055199,20100041,2012-F324|청소년관람불가|2012-F340|청소년관람불가,10019469,SF|스릴러
2165,20112821,프렌즈 위드 베네핏,Friends With Benefits,20111027,장편,109,미국,10061177|10027886,20100616,2011-F563|청소년관람불가,10052944,코미디|멜로/로맨스
2167,20060340,프레스티지,The Prestige,20061102,장편,126,미국|영국,10090817|10077325,20100043,2006-F331|15세관람가,10077460,스릴러
2168,20100794,프레데터스,Predators,20100826,장편,106,미국,10045530|10080785|10046227,20100041,2010-F260 |15세이상관람가,10009107,액션|스릴러|SF|어드벤처
2169,20147096,프랑켄슈타인: 불멸의 영웅,"I, Frankenstein",20140206,장편,92,미국|호주,10041654|10033433|10026999|20166057|10038542|10074793|10048771,20100103,2014-MF00018 |12세이상관람가,10038916,액션|SF|판타지
2170,20190461,프랑스여자,A French Woman,20200604,장편,88,한국,10006424|10005839|10004973|20236647|20366954|20367212|20367210|20326012|20367246|20367249|20367593|20367582|20367845|20368288|20368429|20368437|20368473|20368480|20368791|20139106|10030313|20369024|20369119|20369119|10037124|20369223|20369302|20147389|20369546|20369586|20369588|20369633|20369715|20369715|20369850|20369903|20369919|20369974|20369981|20182882|10069018|20346192|20370111|20196769,20158370|20188021,2020-MF00969|15세이상관람가,10006553,드라마
2171,20136926,프란시스 하,Frances Ha,20140717,장편,85,미국,10002879|20185626|20185627|20185628,20123058,2014-MF00624 |15세이상관람가,10008113,코미디|멜로/로맨스
2172,20050322,프라임 러브,Prime,20051208,장편,105,미국,10025792|10052082|10031748,20060480,2005-F301|15세관람가,10031159,코미디|멜로/로맨스
2173,20140694,퓨리,Fury,20141120,장편,134,미국|영국,10032084|10015755|20081269|10023591|10067925,20125636,2014-MF01119 |15세이상관람가,10011476,액션|드라마|전쟁
2174,20110251,풍산개,Poongsan,20110623,장편,121,한국,10054204|20112163|20133050|20127292|10087396|10072210|20154449|20066694|20165095|10053760|10053760|20137049|20163848|10030191|10054119|20307109|20125785|10005301,20100932,2011-F282|청소년관람불가,10061439,드라마
2175,20090157,푸시,Push,20090319,장편,111,미국,10077150|10009990|10073781,20100520,2009-F78|15세이상관람가,10083572,SF|스릴러|드라마
2176,20139164,표적,The Target,20140430,장편,98,한국,10019065|10053981|10057628|10004577|10066680|10066805|10070417|20129204|20193225|20144847|10058739|20158517|10089539|20196348|20200886|10005012|20179151|20236946|20144123,20110854,2014-MF00392 |15세이상관람가,10006001,액션|드라마
2177,20134028,폼페이: 최후의 날,Pompeii,20140220,장편,104,미국|독일,10075263|10048443|10078780|10074761|10063321|10059155|10075125,20100520,2014-MF00149 |15세이상관람가|2014-MF00170 |15세이상관람가,10083986,액션|어드벤처|드라마
2178,20040522,폴리와 함께,Along Came Polly,20040402,장편,89,미국,10062683|10031151|10086510|10044466,20100649,2004-F054|15세관람가,10068577,멜로/로맨스
2179,20191342,폴라로이드,Polaroid,20190606,장편,88,미국,10047755|10077160,20142048,2019-MF00984|15세이상관람가,10008737,공포(호러)
2180,20133667,폴라로이드,Polaroid,20150716,장편,106,한국|중국,20179007|20133963|10054511|10058024|10043336|20229588|20229609|20183334|20229670|20179008|20224093|10006118|20181638|20229854|20144819|20229951|10060091|20230156|20230170|10062182|10069221|20230202|20230251|20230269|20230285|20230285,20141088,2014-MF00128 |전체관람가,10069221,드라마|가족
2181,20100296,포화속으로,71-Into The Fire,20100616,장편,120,한국,10071140|10002387|10072431|10004823|10006379|10040691|10026789|20125456|20111719|20124956|20130912|20131236|20133487|20166665|20135520|20136486|10003973|20138662|20145533|20145805|20146404|20147568|20148809|20150081|20151899|20151989|20152125|20152719|10054378|20155098|20155237|20155301|20156491|20157613|20159933|20159995|20160423|20160748|20161985|20162892|20164879|20188471|20143929|20110927|10011390|20189237|20207827|10070602|20130289|20136687|10049864|20198506,20100520,2010-F215|12세이상관람가,10057235,드라마|전쟁
2182,20111351,포인트 블랭크,Point Blank,20110713,장편,84,프랑스,20113678|10017472,20100929,2011-F335|청소년관람불가,20113761,스릴러
2183,20153087,포인트 브레이크,Point Break,20160107,장편,113,미국,10085818|10047595|10079720,20100303|20101104,2015-MF01541 |15세이상관람가,10048340,범죄|액션
2184,20060129,포세이돈,Poseidon,20060531,장편,98,미국,10075185|10066257,20100043,2006-F142|12세관람가,10031625,액션|드라마|스릴러
2185,20040715,포가튼,The Forgotten,20041203,장편,97,미국,10077637|10069498,20100616,2004-F321|15세관람가,10066049,스릴러
2186,20102415,평양성,Battlefield Heroes,20110127,장편,117,한국,10062279|10055401|10019065|10054493|10035745|20111692|10040580|10019068|20111688|10061811|20166869|20133061|20133481|20133892|20134873|20137040|10067370|20144262|20183236|20147794|20149935|20151621|20152155|20154412|20155006|20111297|20162912|20163023|20164698|20188471|10055086|10054119|20237747|10056895|10061399|10028989|10019069|20111932|10004275|10090290|20323960|20199569|10019055,20100520,2011-F37|12세이상관람가,10057485,전쟁|코미디|드라마
2187,20187521,펭귄 하이웨이,Penguin Highway,20181018,장편,117,일본,20311334|10042343,20100932,2018-MF01691|전체관람가,10056329,애니메이션|어드벤처|판타지
2188,20090146,펜트하우스 코끼리,Searching For The Elephant,20091105,장편,145,한국,10060612|20111447|20111405|10065641|20132270|20133498|10090203|20135877|20138012|20139656|20113410|20141868|20144331|20145289|20064009|20151898|20153993|20154971|10005486|10061916|20067277|10013826|20110924|10031400|10062134|20124694,20100844,2009-F382|청소년관람불가,10061916,드라마|멜로/로맨스
